RSSI 5 metri;RTT 5 metri;;RSSI 10 metri;RTT 10 metri;;RSSI 15 metri;RTT 15 metri;;RSSI 20 metri;RTT 20 metri;;RSSI 25 metri;RTT  25 metri;;RSSI 30 metri ;RTT 30 metri;;RSSI  35 metri;RTT 35 metri;;RSSI 40 metri;RTT 40 metri
-54;4,79;;-64;4,76;;-64;4,87;;-59;4,8;;-59;4,44;;-68;4,13;;-65;4;;-67;5,43
-54;6,49;;-64;4,03;;-66;3,95;;-59;4,23;;-59;4,62;;-68;7,62;;-69;4,31;;-71;5,1
-53;4,26;;-69;7,88;;-66;4,66;;-59;4,04;;-59;4,35;;-68;4,02;;-65;4,11;;-71;7,76
-53;4,42;;-68;5,03;;-66;4,53;;-59;4,7;;-59;6,07;;-68;6,16;;-65;4,65;;-72;4,95
-54;7,56;;-68;4,34;;-66;4,42;;-59;4,06;;-59;6,18;;-68;4,88;;-65;4,27;;-70;5,71
-54;3,92;;-67;6,25;;-67;4,02;;-59;4,25;;-59;4,91;;-68;4,81;;-65;4,81;;-71;5,06
-52;4,87;;-66;10;;-67;3,97;;-59;7,9;;-56;7,58;;-68;4,63;;-65;4,56;;-68;5,34
-53;4,51;;-67;4,88;;-66;4,65;;-59;4,01;;-59;4,68;;-67;6,77;;-65;4,43;;-71;5,42
-52;4,24;;-71;21,7;;-67;4,42;;-59;6,07;;-56;4,84;;-68;4,33;;-65;5,07;;-68;5,32
-52;4,33;;-67;6,86;;-66;3,92;;-59;4,26;;-59;4,76;;-67;4,67;;-65;4,81;;-68;5,58
-53;4,57;;-69;13,5;;-67;4,8;;-59;8,12;;-59;4,13;;-68;4,51;;-65;4,38;;-67;5,55
-54;6,33;;-68;4,54;;-66;8,42;;-59;7,02;;-59;4,76;;-68;4,72;;-65;4,44;;-71;5,1
-53;8,26;;-67;8,18;;-66;4,76;;-59;4,15;;-59;4,2;;-65;4,85;;-65;4,65;;-68;5,78
-53;7,03;;-68;6,36;;-66;4,49;;-59;6,27;;-59;3,93;;-68;5,65;;-65;4,16;;-68;5,26
-53;6,98;;-70;6,42;;-66;6,62;;-59;5,85;;-59;5;;-68;4,4;;-65;4,26;;-68;5,31
-52;4,5;;-74;6,1;;-64;4,29;;-59;3,95;;-59;4,82;;-65;4,52;;-65;7,11;;-68;5,85
-53;7,08;;-71;6,49;;-67;4,31;;-59;4,71;;-59;7,17;;-68;4,03;;-65;5,37;;-71;5,01
-53;3,96;;-68;14,2;;-66;4,38;;-59;4,08;;-59;4,01;;-68;4,59;;-65;4,46;;-68;5,41
-52;6,62;;-70;6,35;;-63;4,27;;-59;4,8;;-59;4,79;;-67;4,49;;-65;3,92;;-71;4,95
-53;4,01;;-72;6,19;;-64;6,56;;-59;4,27;;-59;4,21;;-68;3,91;;-65;4,83;;-67;5,79
-53;8,05;;-81;13,5;;-66;4,78;;-59;5,95;;-58;4,89;;-68;4,23;;-66;4,81;;-68;4,97
-52;4,67;;-68;8,11;;-66;4,23;;-59;3,96;;-59;7,63;;-68;4,52;;-65;4,13;;-67;5,23
-53;5,35;;-64;6,45;;-66;4,78;;-59;4,86;;-59;4,8;;-68;4,59;;-65;4,65;;-67;8,18
-53;4,84;;-74;6,33;;-67;3,97;;-59;7,19;;-58;4,73;;-68;8,45;;-65;5,5;;-70;5,78
-52;4,94;;-66;6,01;;-67;3,95;;-59;6,88;;-56;4,54;;-68;4,76;;-65;4,57;;-67;5,75
-52;4,84;;-66;6,09;;-67;5,72;;-59;4,78;;-59;4,05;;-67;5,91;;-66;4,63;;-69;5,77
-49;5,52;;-68;8,94;;-67;4,62;;-59;5,44;;-59;4,57;;-68;8,58;;-65;4,23;;-68;5,75
-52;4,87;;-62;6,09;;-67;4,43;;-59;4,58;;-59;4,6;;-68;4,06;;-65;4,76;;-68;5,87
-50;5,5;;-64;7,91;;-67;4,77;;-59;5,68;;-59;5,74;;-68;3,96;;-65;4,03;;-67;5,68
-52;5,84;;-67;12,3;;-66;4,01;;-59;4,35;;-59;7,37;;-67;6,17;;-65;6,12;;-71;11,8
-52;6,72;;-64;5,5;;-66;6,44;;-59;4,66;;-59;6,22;;-68;4,54;;-65;4,22;;-67;9,9
-53;5,08;;-66;3,97;;-66;4,04;;-59;5,81;;-59;4,38;;-68;4,11;;-65;4,79;;-69;4,91
-52;5,55;;-67;7,61;;-67;6,06;;-59;5,57;;-59;4,76;;-68;4,02;;-65;4,11;;-68;5,79
-53;5,39;;-67;6,76;;-66;4,09;;-59;4,67;;-59;4,1;;-68;4,74;;-65;4,63;;-67;5
-52;5,4;;-67;13,5;;-66;7,39;;-59;5,89;;-59;4,54;;-68;6,84;;-65;4,23;;-71;5,72
-52;7,38;;-67;7,54;;-67;4,38;;-59;5,68;;-59;4,9;;-67;7,73;;-65;4,67;;-68;5,85
-52;5,85;;-67;7,71;;-66;4,77;;-59;5,66;;-59;4,31;;-65;4,51;;-65;4,46;;-68;5,82
-50;5,45;;-70;10,2;;-63;4,79;;-59;4,93;;-59;4,34;;-68;4,71;;-65;4,46;;-71;5,55
-52;6,75;;-69;7,41;;-66;4,03;;-59;5,69;;-59;4,31;;-67;4,58;;-65;4,58;;-70;5,88
-52;5,7;;-68;9,27;;-66;4,73;;-59;5,66;;-59;6,33;;-67;4,05;;-65;3,99;;-68;5,77
-52;5,01;;-67;18,5;;-64;5,25;;-59;5,66;;-59;4,84;;-68;4,82;;-65;4,82;;-68;5,52
-50;5,72;;-70;11;;-66;3,98;;-59;5,88;;-59;3,95;;-68;4,67;;-65;6,56;;-68;9,66
-52;5,6;;-69;17,1;;-66;4,86;;-59;5,47;;-59;4,48;;-68;4,41;;-65;4,73;;-68;5,8
-52;5,24;;-67;12,2;;-66;5,32;;-59;5,5;;-59;6,73;;-68;4,47;;-65;4,6;;-68;5,26
-52;7,97;;-69;4,24;;-66;4,64;;-59;5,65;;-59;4,3;;-68;4,7;;-65;4,36;;-67;5,51
-52;5,92;;-70;14,2;;-67;5,89;;-59;5,72;;-59;4,08;;-68;4,79;;-65;5,5;;-67;5,38
-50;5,47;;-69;12,7;;-66;4,37;;-59;5,06;;-59;4,06;;-68;4,69;;-65;5,44;;-70;5,74
-52;5,57;;-68;6,04;;-64;4,85;;-59;7,85;;-59;7,12;;-68;5,74;;-65;4,28;;-70;5,75
-53;5;;-68;6,23;;-63;4,9;;-59;7,04;;-59;4,74;;-68;4,11;;-65;4,99;;-70;4,92
-53;5,73;;-68;6,04;;-66;4,38;;-59;5,62;;-59;4,83;;-68;4,28;;-65;4,44;;-67;5,53
-50;5,67;;-66;6,79;;-67;5,43;;-59;5,8;;-59;4,61;;-65;5,68;;-65;5,36;;-68;7,53
-53;5,14;;-69;6,82;;-67;4,02;;-59;5,79;;-59;4,85;;-68;4,8;;-65;4,84;;-70;5,87
-52;5,73;;-69;15,4;;-66;3,96;;-59;5,4;;-59;4,97;;-75;4,79;;-65;3,9;;-67;8,81
-53;4,98;;-69;8,96;;-63;7,18;;-59;5,58;;-59;4,86;;-68;5,31;;-65;4,64;;-68;8,64
-53;5,28;;-68;6,19;;-66;4,19;;-59;8,11;;-59;4,66;;-68;4,94;;-65;4;;-67;5,77
-51;5,67;;-65;6,24;;-67;4,71;;-59;5,51;;-59;3,9;;-65;5,66;;-65;4,21;;-67;5,69
-48;5,7;;-70;6,16;;-66;4,86;;-59;5,24;;-59;4,01;;-68;5,32;;-66;4,02;;-66;5,48
-52;6,71;;-68;7,62;;-67;4,26;;-59;8,22;;-59;7,82;;-68;5,63;;-65;6,36;;-70;6,73
-51;5,31;;-68;16;;-66;4,59;;-59;5,21;;-59;4,43;;-68;5,43;;-66;4,84;;-69;5,33
-52;6,94;;-68;6,14;;-67;6,2;;-59;5,27;;-59;4,04;;-68;5,25;;-65;4,43;;-67;4,99
-52;6,51;;-68;6,33;;-67;4,06;;-59;5,38;;-59;8,02;;-68;5,78;;-66;4,45;;-67;7,68
-52;5,87;;-69;16,2;;-67;4,32;;-59;5,8;;-59;4,72;;-68;5,61;;-66;6,44;;-67;5,43
-52;5,78;;-68;15,4;;-67;4,44;;-59;5,27;;-59;4,12;;-68;5,21;;-66;4,63;;-68;5,06
-51;8,54;;-69;16,9;;-67;4,83;;-59;5,1;;-59;4,61;;-68;5,45;;-66;4,07;;-67;6,51
-49;5,46;;-68;6,69;;-67;6,46;;-59;5,24;;-59;4,28;;-68;5,49;;-75;4,24;;-70;5,56
-52;5,68;;-68;10,8;;-67;4,41;;-60;5,1;;-59;4,7;;-65;7,6;;-66;4,5;;-70;5,45
-52;7,52;;-68;8,66;;-64;7,36;;-60;5,04;;-59;4,81;;-68;6,97;;-63;4,74;;-67;7,47
-51;5,84;;-68;15,6;;-66;4,21;;-60;5,81;;-59;7,04;;-68;4,95;;-66;4,15;;-69;5,79
-51;5,24;;-68;6,13;;-67;7,7;;-59;5,59;;-59;4,79;;-65;4,89;;-66;4,56;;-68;5,06
-52;5,83;;-69;6,24;;-66;4;;-60;5,18;;-56;4,75;;-68;5,88;;-65;4,99;;-68;7,48
-52;5,78;;-74;6,22;;-63;4,76;;-60;5,39;;-59;5,36;;-67;4,97;;-66;6,23;;-70;8,61
-52;4,98;;-69;7,38;;-66;4,59;;-59;5,86;;-59;7,49;;-65;4,92;;-66;3,89;;-68;8,29
-49;5,27;;-69;16,4;;-66;4,32;;-59;5,24;;-59;4,73;;-65;5,09;;-65;4,42;;-68;5,78
-51;5,65;;-69;6,17;;-66;6,23;;-59;7,37;;-59;4,42;;-68;4,89;;-65;4,77;;-70;5,42
-52;7,04;;-69;5,98;;-64;6,31;;-59;5,92;;-59;4,45;;-68;5,78;;-65;4,76;;-71;5,52
-51;5,56;;-69;6,16;;-66;3,93;;-59;5,11;;-59;5,66;;-68;5,22;;-65;6,54;;-71;5,81
-49;5,83;;-69;10,4;;-66;4,65;;-59;5,43;;-59;4,55;;-68;5,15;;-65;7,96;;-70;5,04
-52;5,56;;-69;9,61;;-67;4,52;;-59;5,62;;-59;4,58;;-65;5,75;;-65;4,53;;-67;9,28
-49;5,45;;-66;11,5;;-66;4,06;;-59;5,82;;-59;7,75;;-68;5,98;;-65;4,33;;-67;5,15
-53;5,71;;-69;9,56;;-66;4,65;;-59;5,23;;-59;4,21;;-68;5,03;;-65;4,93;;-68;5
-52;5,47;;-68;6,36;;-66;4,29;;-59;4,99;;-59;4,69;;-68;5,2;;-65;5,75;;-68;5,22
-52;5,4;;-69;9,22;;-67;6,63;;-60;5,32;;-59;4,72;;-68;5,85;;-66;4,68;;-68;5,04
-52;5,06;;-69;5,94;;-67;4,21;;-59;5,58;;-59;4,73;;-68;6,48;;-66;4,59;;-68;10,1
-52;5,68;;-69;6,13;;-67;4,66;;-59;7,16;;-59;4,73;;-68;8,36;;-66;4,21;;-70;8,6
-52;5,08;;-69;6,32;;-67;6,12;;-60;5,22;;-59;4,81;;-73;5,53;;-66;4,49;;-70;5,89
-52;5,09;;-69;9,7;;-67;3,95;;-59;7,67;;-59;4,55;;-68;7,87;;-65;7,65;;-67;7,9
-52;5,37;;-66;6,6;;-67;5,6;;-59;5,29;;-58;4,44;;-68;5,87;;-65;4,62;;-67;7,46
-48;5,64;;-69;11,3;;-66;6,36;;-59;5,38;;-58;4,45;;-67;5,88;;-66;4,6;;-67;5,12
-52;5,45;;-69;9,16;;-67;4,46;;-59;5,11;;-59;7,51;;-67;5,85;;-65;4,64;;-67;5,1
-52;5,21;;-66;7,37;;-67;4,79;;-59;8,1;;-59;5,28;;-67;7,81;;-65;4,48;;-70;5,86
-52;4,93;;-68;6,16;;-66;4,74;;-60;5,85;;-59;4,61;;-67;5,89;;-66;4,84;;-70;5,38
-52;5,25;;-68;10,3;;-67;4,7;;-59;4,9;;-59;4,87;;-68;5,56;;-65;7,68;;-68;5,08
-52;7,5;;-68;6,44;;-67;4,63;;-60;4,96;;-59;4,28;;-67;5,64;;-66;4,52;;-71;5,22
-73;7,25;;-65;6,32;;-66;4,38;;-59;5,86;;-59;4,54;;-67;5,28;;-66;4,36;;-68;5,36
-52;5,75;;-68;16,6;;-66;3,9;;-60;4,94;;-59;6,47;;-68;5,86;;-66;4,34;;-71;4,9
-52;5,48;;-65;4;;-67;4,78;;-60;5,1;;-59;4,49;;-67;7,77;;-66;5,43;;-72;5,05
-52;5,42;;-68;12,9;;-67;4,21;;-60;5,69;;-59;4,41;;-68;7,52;;-66;4,78;;-71;5
-52;4,89;;-68;12,8;;-67;3,91;;-59;5,46;;-59;4,44;;-68;5,66;;-66;4,85;;-72;5,7
-52;7,43;;-68;14,2;;-64;4,59;;-60;4,96;;-59;4,56;;-68;5,51;;-66;4,51;;-71;5,78
-51;4,98;;-68;8,48;;-67;3,89;;-60;5,49;;-59;5,31;;-68;5,15;;-65;4,88;;-71;5,5
-49;7,16;;-68;10,5;;-67;7,54;;-60;5,26;;-59;6,32;;-68;5,6;;-65;4,39;;-72;8,55
-52;5,86;;-68;6,26;;-66;5,72;;-60;5,22;;-59;4,32;;-68;5,16;;-65;4,41;;-71;7,58
-52;4,91;;-68;6,05;;-67;5,62;;-60;5,18;;-59;4,78;;-68;5,24;;-65;4,25;;-71;9,12
-50;5,26;;-68;21,7;;-67;5,63;;-60;5,85;;-59;6,8;;-68;8,4;;-65;4,2;;-72;7,46
-52;4,99;;-68;14,6;;-67;6,25;;-60;4,96;;-59;4,31;;-68;5,4;;-65;4,43;;-71;5,49
-53;5,15;;-68;19,2;;-67;7,43;;-59;5,34;;-59;5,52;;-65;7,91;;-65;4,72;;-71;5,57
-51;8,73;;-68;12,4;;-67;6,41;;-59;5,14;;-59;4,5;;-65;8,2;;-65;4,16;;-69;5,44
-53;4,9;;-68;6,12;;-67;4,06;;-60;5,24;;-59;4,66;;-68;4,9;;-65;4,83;;-68;5,42
-52;5,44;;-68;14,3;;-67;4,51;;-60;5,26;;-59;5,39;;;;;-65;4,67;;-69;5,73
-52;5,57;;-68;10;;-67;5,87;;-59;8,49;;-59;7,05;;;;;-65;4,8;;-68;5,5
-49;7,67;;;;;-67;4,54;;-59;5,1;;-59;4,14;;;;;-65;4,56;;-68;5,82
-52;5,22;;;;;-64;4,6;;;;;-59;4,2;;;;;-65;3,93;;-68;5,07
-52;5;;;;;-67;4,57;;;;;-59;4,33;;;;;-65;4,9;;-71;7,1
-49;5,15;;;;;-73;4,51;;;;;-59;4,11;;;;;-65;4,06;;-71;4,9
-47;5,77;;;;;-67;4,41;;;;;-59;4;;;;;-65;7,83;;-68;9,81
-52;5,42;;;;;;;;;;;-59;7,83;;;;;;;;;
-52;5,81;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
